city,area,rooms,bathroom,parking spaces,floor,animal,furniture,rent amount (R$)
Sao Paulo,190,3,4,4,16,acept,furnished,15000
Sao Paulo,180,3,3,2,16,acept,not furnished,11000
Sao Paulo,171,3,5,3,16,acept,not furnished,10600
Sao Paulo,168,3,3,5,16,acept,not furnished,3500
Sao Paulo,165,3,2,3,16,acept,not furnished,3730
Sao Paulo,150,3,2,2,16,acept,not furnished,5000
Sao Paulo,124,3,3,2,16,acept,not furnished,2791
Sao Paulo,120,3,2,3,16,acept,not furnished,2000
Sao Paulo,95,3,3,2,16,not acept,furnished,3150
Rio de Janeiro,95,3,1,0,16,acept,not furnished,3600
Sao Paulo,93,3,3,0,16,not acept,furnished,5500
Sao Paulo,90,3,3,2,16,acept,not furnished,2600
Campinas,85,3,2,2,16,acept,furnished,3300
Belo Horizonte,78,3,2,2,16,acept,not furnished,2300
Sao Paulo,75,3,2,1,16,acept,not furnished,1539
Sao Paulo,70,3,2,2,16,acept,furnished,2500
Sao Paulo,68,3,1,1,16,not acept,not furnished,1600
Sao Paulo,67,3,2,1,16,acept,not furnished,1700
Sao Paulo,64,3,2,2,16,acept,not furnished,1530
Sao Paulo,200,2,4,3,16,acept,not furnished,12500
Campinas,170,2,3,3,16,acept,not furnished,5900
Sao Paulo,145,2,3,2,16,acept,furnished,10000
Sao Paulo,129,2,3,2,16,acept,furnished,2376
Campinas,100,2,1,0,16,acept,not furnished,900
Belo Horizonte,92,2,2,2,16,acept,not furnished,5000
Sao Paulo,90,2,2,2,16,not acept,furnished,4800
Sao Paulo,87,2,3,2,16,not acept,not furnished,5700
Sao Paulo,85,2,1,1,16,acept,not furnished,1515
Sao Paulo,84,2,2,1,16,not acept,furnished,2900
Sao Paulo,76,2,1,1,16,acept,furnished,5600
Sao Paulo,73,2,2,1,16,acept,not furnished,2160
Campinas,72,2,1,2,16,acept,not furnished,1200
Sao Paulo,71,2,2,0,16,acept,not furnished,1920
Sao Paulo,70,2,2,2,16,acept,not furnished,3300
Sao Paulo,70,2,2,1,16,not acept,not furnished,4500
Sao Paulo,70,2,1,1,16,not acept,not furnished,2600
Rio de Janeiro,68,2,2,1,16,acept,not furnished,2000
Sao Paulo,65,2,2,1,16,acept,not furnished,1750
Rio de Janeiro,65,2,1,1,16,acept,not furnished,1000
Sao Paulo,63,2,2,1,16,acept,not furnished,1850
Sao Paulo,63,2,2,1,16,acept,not furnished,1850
Campinas,60,2,1,1,16,not acept,not furnished,1400
Sao Paulo,49,2,1,1,16,acept,not furnished,1500
Sao Paulo,43,2,1,1,16,acept,not furnished,1050
Sao Paulo,41,2,1,0,16,acept,not furnished,1200
Sao Paulo,136,1,2,2,16,not acept,not furnished,3000
Sao Paulo,120,1,2,2,16,acept,furnished,9000
Sao Paulo,74,1,2,2,16,acept,furnished,3560
Sao Paulo,70,1,2,1,16,acept,not furnished,3800
Campinas,50,1,1,1,16,acept,not furnished,991
Campinas,45,1,1,1,16,not acept,furnished,3900
Campinas,42,1,1,1,16,not acept,furnished,1200
Campinas,42,1,1,1,16,not acept,not furnished,2000
Sao Paulo,41,1,1,1,16,acept,furnished,2387
Sao Paulo,40,1,1,1,16,not acept,not furnished,3000
Sao Paulo,40,1,1,1,16,acept,furnished,3500
Sao Paulo,40,1,1,0,16,acept,not furnished,1105
Sao Paulo,38,1,1,1,16,acept,furnished,2863
Sao Paulo,38,1,1,1,16,acept,furnished,2800
Sao Paulo,38,1,1,1,16,acept,not furnished,2170
Sao Paulo,38,1,1,0,16,acept,furnished,2500
Sao Paulo,38,1,1,0,16,not acept,not furnished,2001
Sao Paulo,35,1,1,1,16,acept,furnished,4900
Sao Paulo,35,1,1,0,16,not acept,furnished,1500
Sao Paulo,35,1,1,0,16,acept,furnished,2999
Sao Paulo,33,1,1,0,16,acept,not furnished,1500
Sao Paulo,32,1,1,1,16,acept,not furnished,2900
Sao Paulo,31,1,1,0,16,not acept,not furnished,1575
Sao Paulo,30,1,1,1,16,not acept,furnished,2000
Sao Paulo,30,1,1,1,16,acept,not furnished,1799
Porto Alegre,30,1,1,0,16,not acept,furnished,1490
Rio de Janeiro,28,1,1,0,16,acept,not furnished,730
Sao Paulo,25,1,1,1,16,not acept,furnished,2200
Sao Paulo,25,1,1,0,16,acept,not furnished,1300
Porto Alegre,18,1,1,0,16,acept,not furnished,700
Sao Paulo,400,6,6,8,15,acept,furnished,4335
Belo Horizonte,1000,5,4,3,15,acept,not furnished,7000
Sao Paulo,553,5,6,5,15,acept,furnished,3360
Belo Horizonte,520,5,5,2,15,not acept,not furnished,15000
Belo Horizonte,362,5,4,4,15,not acept,not furnished,7900
Sao Paulo,310,5,2,2,15,acept,not furnished,5000
Belo Horizonte,200,5,4,3,15,acept,furnished,5000
Sao Paulo,180,5,5,2,15,acept,not furnished,2287
Campinas,470,4,4,4,15,acept,not furnished,11000
Belo Horizonte,402,4,7,4,15,not acept,not furnished,15000
Belo Horizonte,400,4,6,4,15,acept,not furnished,6000
Porto Alegre,400,4,2,2,15,acept,furnished,6300
Sao Paulo,391,4,5,2,15,acept,not furnished,10000
Sao Paulo,380,4,7,7,15,acept,not furnished,15000
Sao Paulo,350,4,5,4,15,acept,furnished,4590
Sao Paulo,348,4,4,1,15,acept,furnished,7511
Sao Paulo,340,4,4,4,15,acept,furnished,8700
Sao Paulo,340,4,5,3,15,not acept,furnished,12000
Belo Horizonte,312,4,5,4,15,acept,not furnished,15000
Sao Paulo,260,4,5,4,15,acept,furnished,7500
Sao Paulo,255,4,4,0,15,acept,furnished,2500
Sao Paulo,250,4,4,4,15,acept,not furnished,15000
Belo Horizonte,247,4,5,4,15,acept,furnished,12500
Sao Paulo,240,4,5,4,15,acept,furnished,12000
Sao Paulo,239,4,4,4,15,acept,not furnished,5500
Sao Paulo,222,4,3,4,15,acept,not furnished,6500
Sao Paulo,195,4,2,3,15,acept,not furnished,2500
Sao Paulo,172,4,4,3,15,acept,furnished,8800
Sao Paulo,170,4,3,2,15,not acept,furnished,10000
Belo Horizonte,155,4,5,3,15,acept,not furnished,6200
Sao Paulo,142,4,4,3,15,not acept,not furnished,2870
Sao Paulo,416,3,5,4,15,acept,not furnished,10000
Sao Paulo,365,3,4,3,15,acept,not furnished,12000
Sao Paulo,330,3,5,3,15,acept,not furnished,15000
Sao Paulo,315,3,4,3,15,acept,furnished,5000
Belo Horizonte,294,3,4,4,15,acept,not furnished,3600
Sao Paulo,276,3,3,4,15,acept,furnished,6500
Sao Paulo,270,3,2,2,15,acept,not furnished,10000
Sao Paulo,266,3,5,1,15,acept,furnished,4320
Belo Horizonte,263,3,4,4,15,acept,not furnished,13000
Sao Paulo,250,3,4,4,15,acept,not furnished,4000
Sao Paulo,235,3,3,0,15,acept,furnished,8300
Sao Paulo,233,3,4,4,15,not acept,furnished,4300
Rio de Janeiro,223,3,3,0,15,not acept,not furnished,765
Sao Paulo,220,3,4,4,15,acept,not furnished,4250
Porto Alegre,220,3,2,2,15,acept,not furnished,2400
Sao Paulo,210,3,3,2,15,not acept,furnished,8667
Campinas,206,3,2,3,15,acept,not furnished,3910
Sao Paulo,180,3,4,3,15,acept,not furnished,8900
Sao Paulo,180,3,4,3,15,acept,furnished,6400
Sao Paulo,175,3,5,3,15,acept,not furnished,7650
Sao Paulo,174,3,4,3,15,not acept,not furnished,10400
Sao Paulo,165,3,4,4,15,acept,not furnished,10000
Sao Paulo,164,3,2,1,15,acept,furnished,3700
Campinas,157,3,2,2,15,acept,not furnished,2200
Sao Paulo,146,3,4,4,15,acept,not furnished,6000
Sao Paulo,142,3,3,2,15,acept,not furnished,9000
Sao Paulo,136,3,3,3,15,acept,furnished,7900
Sao Paulo,130,3,2,2,15,not acept,not furnished,6200
Sao Paulo,124,3,3,3,15,acept,not furnished,3670
Sao Paulo,120,3,4,2,15,not acept,not furnished,4009
Campinas,115,3,2,2,15,acept,not furnished,2690
Sao Paulo,102,3,3,2,15,acept,not furnished,3990
Campinas,102,3,2,0,15,acept,not furnished,2500
Belo Horizonte,100,3,2,3,15,acept,not furnished,2300
Sao Paulo,95,3,2,2,15,acept,not furnished,3490
Sao Paulo,90,3,2,2,15,not acept,not furnished,2180
Campinas,87,3,1,0,15,acept,not furnished,1300
Rio de Janeiro,85,3,2,1,15,acept,not furnished,2500
Sao Paulo,84,3,3,2,15,acept,furnished,8700
Campinas,78,3,2,1,15,acept,not furnished,1935
Sao Paulo,74,3,2,2,15,acept,not furnished,1250
Sao Paulo,72,3,2,2,15,acept,not furnished,3000
Sao Paulo,65,3,2,1,15,not acept,not furnished,1900
Sao Paulo,61,3,2,2,15,acept,not furnished,2200
Sao Paulo,60,3,1,1,15,acept,furnished,2200
Sao Paulo,195,2,3,3,15,acept,furnished,9200
Sao Paulo,180,2,2,1,15,acept,not furnished,5350
Sao Paulo,117,2,3,3,15,acept,not furnished,9000
Sao Paulo,114,2,2,2,15,acept,furnished,4998
Porto Alegre,111,2,2,0,15,acept,not furnished,1612
Sao Paulo,100,2,2,2,15,acept,not furnished,2780
Sao Paulo,97,2,3,2,15,acept,not furnished,3300
Sao Paulo,95,2,1,1,15,acept,not furnished,3000
Belo Horizonte,90,2,3,2,15,acept,not furnished,2100
Sao Paulo,90,2,2,2,15,not acept,furnished,10000
Sao Paulo,87,2,2,2,15,acept,not furnished,3800
Sao Paulo,82,2,2,0,15,not acept,not furnished,2800
Sao Paulo,80,2,2,2,15,acept,not furnished,11000
Rio de Janeiro,80,2,3,1,15,acept,furnished,3100
Sao Paulo,70,2,1,1,15,acept,not furnished,1200
Rio de Janeiro,70,2,1,1,15,not acept,not furnished,1500
Rio de Janeiro,70,2,1,1,15,acept,not furnished,1300
Sao Paulo,68,2,1,1,15,acept,not furnished,2280
Sao Paulo,66,2,2,2,15,acept,not furnished,2500
Sao Paulo,65,2,2,1,15,not acept,furnished,7500
Sao Paulo,63,2,2,1,15,acept,not furnished,3200
Sao Paulo,63,2,2,0,15,not acept,not furnished,1550
Sao Paulo,60,2,2,2,15,acept,not furnished,1900
Sao Paulo,60,2,2,2,15,acept,not furnished,1900
Rio de Janeiro,60,2,2,0,15,acept,furnished,2300
Sao Paulo,60,2,1,0,15,acept,furnished,2500
Sao Paulo,59,2,1,0,15,acept,not furnished,1750
Campinas,58,2,2,2,15,acept,not furnished,2200
Sao Paulo,50,2,1,1,15,acept,not furnished,1300
Sao Paulo,50,2,1,1,15,acept,not furnished,1500
Sao Paulo,49,2,1,1,15,acept,not furnished,1300
Sao Paulo,48,2,1,1,15,not acept,not furnished,1260
Rio de Janeiro,45,2,1,0,15,acept,not furnished,1300
Campinas,140,1,2,2,15,acept,not furnished,5200
Sao Paulo,95,1,2,2,15,acept,not furnished,8000
Sao Paulo,83,1,1,1,15,not acept,furnished,6000
Belo Horizonte,78,1,1,1,15,not acept,not furnished,2300
Sao Paulo,64,1,2,2,15,acept,not furnished,2100
Sao Paulo,64,1,2,1,15,acept,furnished,8900
Sao Paulo,64,1,1,1,15,not acept,not furnished,3600
Porto Alegre,60,1,2,2,15,acept,not furnished,2800
Rio de Janeiro,60,1,1,1,15,acept,furnished,3900
Sao Paulo,60,1,1,1,15,acept,furnished,5500
Rio de Janeiro,55,1,2,1,15,acept,furnished,2750
Sao Paulo,52,1,1,1,15,not acept,furnished,5000
Sao Paulo,52,1,1,1,15,acept,furnished,3950
Sao Paulo,48,1,1,2,15,not acept,furnished,6800
Sao Paulo,48,1,1,1,15,acept,furnished,3000
Sao Paulo,47,1,1,1,15,acept,not furnished,1800
Sao Paulo,45,1,2,1,15,acept,furnished,3900
Campinas,45,1,1,1,15,acept,not furnished,880
Belo Horizonte,44,1,1,1,15,acept,not furnished,3400
Sao Paulo,42,1,1,1,15,acept,not furnished,3500
Belo Horizonte,42,1,1,1,15,not acept,not furnished,2690
Belo Horizonte,42,1,1,1,15,not acept,furnished,2690
Porto Alegre,42,1,1,0,15,acept,not furnished,1500
Sao Paulo,39,1,1,1,15,acept,furnished,2200
Porto Alegre,38,1,1,0,15,acept,not furnished,1300
Sao Paulo,36,1,1,1,15,not acept,furnished,2300
Sao Paulo,35,1,1,0,15,acept,not furnished,2000
Sao Paulo,35,1,1,0,15,acept,not furnished,1500
Sao Paulo,33,1,1,0,15,not acept,not furnished,4000
Sao Paulo,33,1,1,0,15,not acept,not furnished,4000
Sao Paulo,32,1,1,1,15,acept,not furnished,1880
Sao Paulo,32,1,1,1,15,acept,not furnished,1880
Sao Paulo,30,1,1,1,15,not acept,furnished,3500
Sao Paulo,30,1,1,1,15,acept,not furnished,1560
Sao Paulo,30,1,1,1,15,acept,not furnished,1560
Sao Paulo,30,1,1,0,15,not acept,not furnished,1650
Campinas,30,1,1,0,15,acept,not furnished,500
Porto Alegre,18,1,1,0,15,acept,furnished,830
Rio de Janeiro,560,5,6,4,14,acept,not furnished,2633
Sao Paulo,570,4,5,4,14,acept,not furnished,10870
Rio de Janeiro,480,4,7,3,14,not acept,furnished,6500
Belo Horizonte,420,4,6,5,14,not acept,not furnished,15000
Rio de Janeiro,350,4,4,2,14,acept,furnished,9000
Sao Paulo,340,4,4,3,14,not acept,not furnished,5000
Sao Paulo,315,4,4,2,14,acept,not furnished,7450
Belo Horizonte,305,4,3,3,14,acept,not furnished,9000
Sao Paulo,280,4,5,4,14,acept,not furnished,13000
Sao Paulo,257,4,4,4,14,not acept,not furnished,12000
Sao Paulo,254,4,6,5,14,not acept,furnished,7740
Sao Paulo,250,4,4,4,14,acept,not furnished,3600
Sao Paulo,250,4,5,0,14,acept,not furnished,7880
Sao Paulo,240,4,4,5,14,acept,not furnished,4500
Sao Paulo,226,4,5,6,14,acept,not furnished,12000
Sao Paulo,220,4,5,3,14,acept,furnished,12000
Sao Paulo,205,4,4,0,14,acept,not furnished,9800
Sao Paulo,200,4,3,3,14,not acept,not furnished,6400
Sao Paulo,190,4,4,4,14,acept,not furnished,8000
Campinas,190,4,4,2,14,acept,not furnished,3200
Sao Paulo,189,4,3,3,14,acept,not furnished,5780
Sao Paulo,170,4,5,3,14,acept,furnished,5200
Belo Horizonte,163,4,4,0,14,acept,not furnished,7500
Sao Paulo,155,4,5,3,14,not acept,not furnished,6000
Sao Paulo,145,4,4,3,14,acept,not furnished,4500
Belo Horizonte,144,4,3,3,14,not acept,furnished,4500
Campinas,140,4,3,2,14,acept,not furnished,3500
Campinas,500,3,7,5,14,acept,furnished,7950
Sao Paulo,360,3,5,3,14,not acept,not furnished,12500
Sao Paulo,315,3,5,2,14,not acept,not furnished,20000
Sao Paulo,280,3,4,4,14,not acept,furnished,12000
Sao Paulo,276,3,3,0,14,not acept,furnished,12000
Sao Paulo,240,3,5,3,14,acept,furnished,10800
Sao Paulo,234,3,4,4,14,acept,not furnished,3600
Sao Paulo,220,3,3,2,14,not acept,furnished,6300
Sao Paulo,216,3,5,0,14,not acept,furnished,15000
Sao Paulo,200,3,2,3,14,acept,furnished,8000
Sao Paulo,198,3,3,0,14,acept,not furnished,6000
Sao Paulo,190,3,4,3,14,acept,furnished,2740
Sao Paulo,187,3,4,3,14,acept,not furnished,14000
Sao Paulo,180,3,3,1,14,acept,not furnished,5000
Sao Paulo,172,3,3,2,14,acept,furnished,7000
Sao Paulo,170,3,2,1,14,acept,furnished,4500
Sao Paulo,170,3,2,1,14,acept,furnished,10500
Sao Paulo,170,3,2,1,14,not acept,not furnished,4500
Sao Paulo,170,3,4,0,14,acept,furnished,4000
Sao Paulo,167,3,2,1,14,acept,furnished,9500
Rio de Janeiro,161,3,3,3,14,acept,not furnished,4500
Rio de Janeiro,158,3,2,2,14,acept,furnished,8000
Sao Paulo,155,3,4,2,14,acept,not furnished,13100
Campinas,154,3,3,1,14,not acept,not furnished,6500
Sao Paulo,150,3,4,4,14,acept,not furnished,7925
Sao Paulo,150,3,5,2,14,acept,not furnished,3102
Campinas,148,3,2,0,14,acept,not furnished,1700
Sao Paulo,146,3,2,2,14,acept,furnished,3500
Sao Paulo,142,3,2,1,14,acept,not furnished,8500
Sao Paulo,135,3,3,2,14,acept,furnished,2690
Sao Paulo,131,3,2,1,14,acept,not furnished,4200
Sao Paulo,129,3,5,0,14,acept,not furnished,6000
Sao Paulo,120,3,2,2,14,acept,not furnished,5500
Sao Paulo,119,3,4,3,14,acept,not furnished,3680
Campinas,119,3,3,2,14,acept,not furnished,5500
Sao Paulo,117,3,4,4,14,acept,not furnished,2700
Sao Paulo,110,3,2,2,14,not acept,furnished,5500
Sao Paulo,110,3,2,2,14,acept,not furnished,3200
Sao Paulo,110,3,2,1,14,not acept,not furnished,4500
Sao Paulo,108,3,2,1,14,acept,not furnished,5000
Sao Paulo,105,3,2,1,14,not acept,not furnished,3600
Sao Paulo,103,3,2,0,14,acept,not furnished,2160
Sao Paulo,97,3,2,2,14,acept,not furnished,1700
Sao Paulo,96,3,2,2,14,not acept,furnished,8500
Sao Paulo,95,3,2,2,14,acept,furnished,4500
Sao Paulo,89,3,2,1,14,acept,not furnished,1760
Sao Paulo,87,3,2,4,14,acept,not furnished,2000
Sao Paulo,87,3,2,0,14,not acept,furnished,3500
Campinas,80,3,2,2,14,not acept,not furnished,1800
Rio de Janeiro,78,3,1,1,14,not acept,furnished,2800
Sao Paulo,77,3,2,2,14,not acept,not furnished,6200
Sao Paulo,75,3,2,2,14,acept,not furnished,2300
Sao Paulo,73,3,2,2,14,acept,not furnished,2520
Sao Paulo,73,3,2,2,14,acept,not furnished,2520
Sao Paulo,70,3,1,1,14,not acept,not furnished,1800
Rio de Janeiro,68,3,2,1,14,acept,not furnished,1050
Sao Paulo,340,2,4,3,14,acept,not furnished,15000
Sao Paulo,260,2,4,4,14,acept,not furnished,3455
Rio de Janeiro,187,2,3,3,14,acept,not furnished,3100
Rio de Janeiro,160,2,3,1,14,acept,not furnished,1800
Belo Horizonte,127,2,2,0,14,acept,furnished,2000
Rio de Janeiro,120,2,2,1,14,acept,not furnished,800
Sao Paulo,111,2,2,1,14,not acept,not furnished,3500
Rio de Janeiro,110,2,2,1,14,acept,not furnished,1400
Sao Paulo,106,2,3,2,14,acept,furnished,3980
Sao Paulo,99,2,1,1,14,acept,not furnished,1800
Rio de Janeiro,91,2,2,1,14,acept,furnished,9800
Belo Horizonte,90,2,2,2,14,not acept,not furnished,2600
Sao Paulo,85,2,3,1,14,acept,not furnished,3300
Sao Paulo,85,2,2,1,14,acept,not furnished,3300
Sao Paulo,84,2,2,1,14,acept,not furnished,5300
Rio de Janeiro,80,2,1,1,14,acept,not furnished,680
Sao Paulo,79,2,3,1,14,acept,not furnished,3100
Sao Paulo,77,2,1,1,14,acept,not furnished,4500
Sao Paulo,76,2,2,2,14,acept,not furnished,5500
Belo Horizonte,75,2,2,2,14,not acept,not furnished,2500
Sao Paulo,75,2,1,1,14,not acept,furnished,2380
Belo Horizonte,72,2,2,2,14,acept,not furnished,5300
Sao Paulo,72,2,1,0,14,acept,not furnished,2560
Sao Paulo,71,2,2,2,14,not acept,not furnished,3000
Sao Paulo,70,2,1,1,14,acept,not furnished,2400
Sao Paulo,70,2,2,0,14,not acept,not furnished,3200
Campinas,69,2,2,1,14,acept,not furnished,1800
Sao Paulo,68,2,2,1,14,acept,not furnished,2083
Sao Paulo,68,2,2,1,14,acept,not furnished,4900
Sao Paulo,65,2,2,1,14,not acept,not furnished,1300
Sao Paulo,60,2,2,1,14,not acept,furnished,2600
Sao Paulo,60,2,2,1,14,not acept,furnished,5650
Sao Paulo,60,2,2,1,14,acept,furnished,3000
Sao Paulo,60,2,2,1,14,not acept,not furnished,2200
Rio de Janeiro,60,2,1,1,14,acept,not furnished,1450
Sao Paulo,58,2,2,1,14,acept,not furnished,2100
Sao Paulo,55,2,1,1,14,acept,not furnished,1399
Sao Paulo,50,2,2,1,14,acept,not furnished,1550
Sao Paulo,50,2,1,1,14,not acept,not furnished,1900
Sao Paulo,45,2,1,1,14,acept,not furnished,1125
Sao Paulo,45,2,1,1,14,acept,not furnished,1500
Sao Paulo,104,1,3,2,14,not acept,not furnished,4200
Sao Paulo,87,1,1,2,14,acept,furnished,7900
Sao Paulo,85,1,2,1,14,acept,not furnished,2800
Sao Paulo,84,1,2,1,14,acept,not furnished,3353
Sao Paulo,76,1,1,1,14,not acept,furnished,5015
Sao Paulo,67,1,1,1,14,acept,furnished,2600
Sao Paulo,61,1,2,1,14,not acept,not furnished,1930
Porto Alegre,60,1,2,2,14,acept,not furnished,3000
Sao Paulo,60,1,2,1,14,not acept,not furnished,3300
Campinas,60,1,1,1,14,acept,not furnished,1100
Sao Paulo,55,1,1,1,14,not acept,furnished,4950
Porto Alegre,55,1,1,1,14,not acept,furnished,3200
Porto Alegre,55,1,1,0,14,acept,not furnished,1020
Campinas,55,1,1,0,14,acept,not furnished,1100
Porto Alegre,50,1,1,1,14,not acept,furnished,1300
Sao Paulo,46,1,1,0,14,not acept,furnished,4300
Sao Paulo,45,1,1,1,14,not acept,furnished,2300
Campinas,45,1,1,0,14,not acept,not furnished,500
Porto Alegre,43,1,1,1,14,acept,not furnished,1800
Sao Paulo,42,1,1,1,14,acept,furnished,2650
Sao Paulo,42,1,1,1,14,not acept,not furnished,5000
Sao Paulo,41,1,1,1,14,not acept,not furnished,3000
Sao Paulo,40,1,1,1,14,not acept,not furnished,1700
Sao Paulo,40,1,1,1,14,acept,not furnished,3000
Sao Paulo,40,1,1,1,14,acept,furnished,3175
Sao Paulo,40,1,1,1,14,not acept,furnished,3990
Sao Paulo,38,1,1,1,14,not acept,furnished,2800
Sao Paulo,35,1,1,1,14,not acept,not furnished,2000
Sao Paulo,35,1,1,1,14,not acept,not furnished,2700
Sao Paulo,34,1,1,1,14,acept,not furnished,2800
Sao Paulo,33,1,1,1,14,acept,furnished,2800
Sao Paulo,33,1,1,0,14,acept,not furnished,3999
Sao Paulo,33,1,1,0,14,acept,not furnished,3999
Sao Paulo,32,1,1,1,14,not acept,furnished,1700
Sao Paulo,31,1,1,1,14,acept,not furnished,2500
Sao Paulo,30,1,1,1,14,not acept,not furnished,1660
Sao Paulo,30,1,1,1,14,not acept,furnished,3500
Sao Paulo,30,1,1,1,14,acept,not furnished,2800
Sao Paulo,30,1,1,1,14,acept,furnished,2580
Rio de Janeiro,30,1,1,0,14,acept,furnished,1100
Sao Paulo,30,1,1,0,14,acept,not furnished,1600
Sao Paulo,25,1,1,0,14,acept,not furnished,2200
Sao Paulo,25,1,1,0,14,acept,not furnished,1650
Sao Paulo,22,1,1,1,14,not acept,not furnished,1900
Rio de Janeiro,18,1,1,0,14,not acept,not furnished,880
Rio de Janeiro,18,1,1,0,14,not acept,not furnished,1040
Sao Paulo,384,5,5,3,13,acept,not furnished,8000
Sao Paulo,384,5,5,3,13,acept,not furnished,8000
Sao Paulo,376,5,6,4,13,acept,not furnished,12000
Sao Paulo,280,5,5,4,13,acept,not furnished,10000
Sao Paulo,600,4,6,5,13,acept,not furnished,6000
Sao Paulo,540,4,5,5,13,acept,not furnished,5100
Sao Paulo,452,4,6,4,13,acept,not furnished,9980
Sao Paulo,427,4,6,4,13,acept,not furnished,10000
Sao Paulo,400,4,5,4,13,acept,furnished,7000
Sao Paulo,339,4,5,4,13,acept,furnished,15000
Sao Paulo,330,4,5,5,13,acept,not furnished,3911
Sao Paulo,330,4,5,4,13,acept,not furnished,10000
Porto Alegre,320,4,4,2,13,acept,furnished,4500
Sao Paulo,318,4,6,4,13,acept,furnished,10160
Rio de Janeiro,312,4,4,3,13,acept,not furnished,15000
Belo Horizonte,300,4,4,3,13,acept,furnished,15000
Campinas,292,4,4,3,13,acept,not furnished,3750
Sao Paulo,260,4,4,3,13,acept,not furnished,15000
Sao Paulo,255,4,4,3,13,acept,furnished,11900
Belo Horizonte,240,4,4,6,13,not acept,not furnished,15000
Sao Paulo,237,4,4,0,13,not acept,not furnished,8000
Sao Paulo,236,4,3,3,13,acept,not furnished,1600
Campinas,235,4,4,3,13,acept,not furnished,5500
Belo Horizonte,230,4,4,5,13,acept,not furnished,7500
Porto Alegre,222,4,3,2,13,acept,not furnished,4000
Belo Horizonte,220,4,4,0,13,not acept,not furnished,8000
Sao Paulo,202,4,4,3,13,acept,not furnished,6000
Sao Paulo,201,4,4,4,13,acept,not furnished,5933
Sao Paulo,196,4,3,3,13,not acept,not furnished,5000
Sao Paulo,191,4,3,3,13,not acept,not furnished,9500
Sao Paulo,180,4,1,1,13,acept,not furnished,8500
Sao Paulo,174,4,5,4,13,acept,furnished,4745
Sao Paulo,152,4,3,3,13,not acept,not furnished,4700
Sao Paulo,150,4,3,2,13,acept,not furnished,3800
Sao Paulo,150,4,2,2,13,not acept,not furnished,4400
Campinas,144,4,3,2,13,acept,not furnished,1750
Rio de Janeiro,135,4,2,2,13,acept,furnished,6489
Sao Paulo,109,4,2,2,13,acept,not furnished,6500
Rio de Janeiro,380,3,4,3,13,not acept,furnished,15000
Sao Paulo,360,3,5,3,13,acept,not furnished,8500
Sao Paulo,350,3,5,4,13,acept,not furnished,3490
Sao Paulo,250,3,4,3,13,acept,not furnished,6000
Sao Paulo,245,3,5,4,13,acept,furnished,11500
